,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001
3878,Gwrbaz health center  / بنکەی تەندروستی گوڕباز,Gwrbaz health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:54,45.2296,35.435
3879,Solla health center  / بنکەی تەندروستی سۆڵە,Solla health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:54,45.1975,35.4634
3880,Sewsenan health center  / بنکەی تەندروستی سێوسێنان,Sewsenan health center ,Primary Health Care Center - Branch,01020209,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:55,45.5001,35.2193
3881,Homar qalla health center  / بنکەی تەندروستی هۆمەرقةلا,Homar qalla health center ,Primary Health Care Center - Branch,01020209,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-14 07:34:55,45.5438,35.1446
3882,Qaradagh health center  / مەڵبەندی تەندروستی قەرەداغ,Qaradagh health center ,Primary Health Care Center - Main,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:55,45.3887,35.307
3883,Shahid Aram health center  / بنکەی تەندروستی شە هید ئارام,Shahid Aram health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-10 07:34:55,45.2927,35.4278
3884,Qamishan health center  / بنکەی تەندروستی قاميشان,Qamishan health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:55,45.5274,35.2667
3885,Dukaro health center  / بنکەی تەندروستی دووکەرۆ,Dukaro health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-10 07:34:55,45.5377,35.2565
3886,Shekh mstafa health center  / مە ڵبەندی تەندروستی ئاوايي شيخ مستەفا,Shekh mstafa health center ,Primary Health Care Center - Main,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:55,45.4909,35.2714
3887,Timar health center  / بنکەی تەندروستی تيمار,Timar health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-10 07:34:55,45.3788,35.3936
3888,Astely sarw health center  / بنکە ی تەندروستی ئةستيلي سةروو,Astely sarw health center ,Primary Health Care Center - Branch,01020209,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-11 07:34:55,45.4031,35.248
3890,Shahid shekh hussein faqiraey health center  / بنکەی تەندروستی شيخ حسن فةقيرةيي,Shahid shekh hussein faqiraey health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-15 07:34:55,45.5365,35.2764
3891,Darawyan health center  / بنکەی تەندروستی دةرووياني خواروو,Darawyan health center ,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-15 07:34:55,45.3452,35.326
3892,Zaid omer health center / بنکە ی تە ندروستی زيد عمر,Zaid omer health center,Primary Health Care Center - Branch,01020101,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-15 07:34:55,45.4512,35.3054
3893,Shahid umer chawshin health center  / بنکەی تە ندروستی شە هید عمر جاوشين,Shahid umer chawshin health center ,Primary Health Care Center - Branch,01020209,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-15 07:34:55,45.1501,35.2018
3894,Balakjar health center  / بنکە ی تە ندروستی  بةلةكجار,Balakjar health center ,Primary Health Care Center - Branch,01020209,Soleimani / Ga rag sector,Ga rag sector / قطاع قه راغ,2023-03-15 07:34:55,45.4672,35.1931
3916,Small darbasar primary health car centerbranch / 12 ب ت داربەسەری بچووک,Small darbasar primary health car centerbranch,Primary Health Care Center - Branch,ERB61,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.487921,35.992835
3917,Elinjagh primary helth car center .branch / 5 ب ت ئیلنجاغ,Elinjagh primary helth car center .branch,Primary Health Care Center - Branch,ERB62,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.515006,35.966364
3920,Rheumatology and natural treatment hospital / سنتر روما تولوجى,Rheumatology and natural treatment hospital,Primary Health Care Center - Main specialized,ERB65,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.54547333,36.29702
3921,nazanen primary helth car center. branch / 32 ب ت نازەنین,nazanen primary helth car center. branch,Primary Health Care Center - Branch,ERB66,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-02-20 07:34:55,44.53047667,36.24502667
3922,Jale  primaryHealth  car center.branch / 11 ب ت جەلی,Jale  primaryHealth  car center.branch,Primary Health Care Center - Branch,ERB67,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.59866167,36.19147833
3924,Smaqwle grtk primary health care center_branch / 17 ب ت سماقوڵی گرتک,Smaqwle grtk primary health care center_branch,Primary Health Care Center - Branch,ERB69,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.531575,36.194875
3926,Shahedan/ taq taq PHC / 7 م ت شەهیدان لە تەق تەق,Shahedan/ taq taq PHC,Primary Health Care Center - Main,ERB71,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.585282,35.892924
3927,Baghajner primary car center branch / 7 ب ت باغەجنێر,Baghajner primary car center branch,Primary Health Care Center - Branch,ERB72,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.672308,35.89506
3928,Bogd primary helth  car center. branch / 6 ب ت بۆگد,Bogd primary helth  car center. branch,Primary Health Care Center - Branch,ERB73,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.8580826,35.903996
3929,Kani be primary health car center branch / 29 ب ت کانی بی,Kani be primary health car center branch,Primary Health Care Center - Branch,ERB74,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.883096,35.823828
3931,Temarok primary health car center branch  / 10 ب ت تیمارۆک,Temarok primary health car center branch ,Primary Health Care Center - Branch,ERB76,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.727004,36.012053
3932,shaheed dr. fazhl primary health car center .branch / 22 ب ت شیوەشان/  شەهید دکتۆر فاضل,shaheed dr. fazhl primary health car center .branch,Primary Health Care Center - Branch,ERB77,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.748096,36.094356
3933,Qazbagian primary health car center branch / 28 ب ت قازبەگیان,Qazbagian primary health car center branch,Primary Health Care Center - Branch,ERB78,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-03-20 07:34:55,44.823726,35.963197
3935,Rozhelat security  primary health car center.branch / 1 ب ت ئاسایشی رۆژهەڵات,Rozhelat security  primary health car center.branch,Primary Health Care Center - Branch,ERB80,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.6341,36.08288833
3936,Acquisition and transportation primary  health  car center. branch / 24 ب ت گرتن و گواستنەوە,Acquisition and transportation primary  health  car center. branch,Primary Health Care Center - Branch,ERB81,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.64851333,36.08152167
3951,Taq taq  general  hospital / م. طق طق العام,Taq taq  general  hospital,Hospital,KOY46,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-02-26 07:34:55,44.592269,35.897578
3952,Teaching hospital Shahid Dr Khaled  / م. شهيد خالد التعليمي,Teaching hospital Shahid Dr Khaled ,Hospital,KOY46,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.648415,36.099243
4118,Nezarke Consulting Center / راوێژکاریا نزارکێ,Nezarke Consulting Center,Other,DOH,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-13 07:34:55,43.04847,36.845539
4119,Dasnia Consulting Center / راوێژکاریا داسنیا,Dasnia Consulting Center,Other,DOH,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-16 07:34:55,43.007976,36.857333
4120,Duhok Specialized Early Detection of Childhood Disability Center / سه‌نته‌رێ دهوك یێ تایبه‌تمه‌ند یێ ده‌ستنیشانكرنا زووده‌م یا په‌ككه‌فتنا زاروكا,Duhok Specialized Early Detection of Childhood Disability Center,Primary Health Care Center - Main specialized,doh,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-12 07:34:55,43.006324,36.848634
4122,Shahid Shamal  primary Healthcare Center (main) / مەڵبەندی تەندروستی شەهید شەماڵ,Shahid Shamal  primary Healthcare Center (main),Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-01 07:34:55,45.43414,35.56948
4123,Shahid  Dr. Sardar  Specialist Clinic Evening / كلينيكى پسپورى شةهيد د.سردار ئيواران,Shahid  Dr. Sardar  Specialist Clinic Evening,Public Health Clinic,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4628,35.5679
4124,bakhtyari primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى به‌ختيارى,bakhtyari primary health care center - main,Primary Health Care Center - Main,0101016,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-09 07:34:55,45.3988265,35.5738427
4127,Qaratoghan primary healthcare center/ branch  / بنکەی تەندروستی قەرەتۆغان,Qaratoghan primary healthcare center/ branch ,Primary Health Care Center - Branch,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-24 07:34:55,45.427473,35.522395
4128,karezawshk primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى كارێزه‌وشك, karezawshk primary health care center - main,Primary Health Care Center - Main,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.426008,35.5818418
4129,(main) Zargatay taza primary healthcare center  / مەڵبەندی تەندروستی زەرگەتەی تازە,(main) Zargatay taza primary healthcare center ,Primary Health Care Center - Main,0101018,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-01 07:34:55,45.411529,35.579607
4130,Sulaimani Alwa Primary Healthcare Center (branch) / بنکەی تەندروستی عەلوەی سلێمانی,Sulaimani Alwa Primary Healthcare Center (branch),Primary Health Care Center - Branch,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-31 07:34:55,45.44772,35.51083
4131,shahid hassan khawei primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى شه‌هيد حسن خاوێى,shahid hassan khawei primary health care center - main,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.4445616,35.5461909
4132,Shahid JazaPrimary Health Care Center - Main / مەڵبەندی تەندروسی شەهيد جەزا,Shahid JazaPrimary Health Care Center - Main,Primary Health Care Center - Main,0101016,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-11 07:34:55,45.3935275,35.590132
4133,Farmanbaran Preimary healthcare center main / مةلبةندى تةندروستى فةرمانبةران,Farmanbaran Preimary healthcare center main,Primary Health Care Center - Main,010108,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4051,35.5894
4134,Shahid Hama Saeed Setelany Primary Health Care Center - Main / مەڵبەندی تەندروستی شەهید حەمە سەعید سێتەلانی,Shahid Hama Saeed Setelany Primary Health Care Center - Main,Primary Health Care Center - Main,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4152422,35.6056147
4137,wooluba primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى ووڵوبه‌, wooluba primary health care center - main,Primary Health Care Center - Main,0101013,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.4302609,35.5352308
4138,Chaqzh Primary Healthcare Center (branch) / بنکەی تەندروستی چەقژ,Chaqzh Primary Healthcare Center (branch),Primary Health Care Center - Branch,010502,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-17 07:34:55,45.20198,35.62465
4139,Zerynok Primary Health Care Center - Main / مەڵبەندی تەندروستی زێڕینۆک,Zerynok Primary Health Care Center - Main,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.43409,35.5324487
4140,Shahid Rafiq Hamajan Primary Healthcare Center (main)  / مەڵبەندی تەندروستی شەهید د.رفیق حمەجان,Shahid Rafiq Hamajan Primary Healthcare Center (main) ,Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.41686,35.54655
4141,(main) Raparin primary healthcare center  / مەڵبەندی تەندروستی ئێشکگری ڕاپەڕین, (main) Raparin primary healthcare center ,Primary Health Care Center - Main,0101011,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-28 07:34:55,45.339205,35.577389
4142,(main) Babagwrgwr primary healthcare center  / مەڵبەندی تەندروستی بابەگوڕگوڕ,(main) Babagwrgwr primary healthcare center ,Primary Health Care Center - Main,0101016,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-04 07:34:55,45.307581,35.583416
4144,shakraka primary health care center - main  / مه‌ڵبه‌ندى ته‌ندروستى شه‌كره‌كه‌,  shakraka primary health care center - main ,Primary Health Care Center - Main,0101014,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.3810455,35.5651469
4145,Raziana primary healthcare center / branch  / بنکەی تەندروستی ڕازیانە,Raziana primary healthcare center / branch ,Primary Health Care Center - Branch,010104,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-04 07:34:55,45.4918,35.4895
4146,Rozh  Hallat  primary healthcare center ( main) / مةلبةندى تةندروستى روزهةلات,Rozh  Hallat  primary healthcare center ( main),Primary Health Care Center - Main,0101013,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4565,35.5491
4147,Qaiwan city primary healthcare center/ branch  / بنکەی تەندروستی قەیوان ستی,Qaiwan city primary healthcare center/ branch ,Primary Health Care Center - Branch,010105,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.346102,35.585984
4148,Shahid Omar tallabany primary healthcare center ( branch)  / بنكةى تةندروستى شةهيد عومةر طالبانى,Shahid Omar tallabany primary healthcare center ( branch) ,Primary Health Care Center - Branch,010105,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4587,35.53048
4149,Qaiwan Primary Healthcare Center (main) / مەڵبەندی تەندروستی قەیوان,Qaiwan Primary Healthcare Center (main),Primary Health Care Center - Family Medicine Health Care Center,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-31 07:34:55,45.47868,35.5396
4150,Heron City Primary Healthcare Center (main)  / مەڵبەندی تەندروستی ‌هیرۆن سیتی,Heron City Primary Healthcare Center (main) ,Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.48048,35.52809
4151,(main) Qwlaraisy primary healthcare center  / مەڵبەندی تەندروستی قولەڕەیسی,(main) Qwlaraisy primary healthcare center ,Primary Health Care Center - Main,0101012,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.350921,35.596144
4152,Sulaimani central public health laboratory / تاقیگەی تەندروستی گشتی سلێمانی,Sulaimani central public health laboratory,Central Public Health Laboratory,0101023,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-26 07:34:55,45.4417,35.5643
4153,Shahid Hawre Jabar Primary Healthcare Center (branch) / بنکەی تەندروستی شەهید هاورێ جبار,Shahid Hawre Jabar Primary Healthcare Center (branch),Primary Health Care Center - Branch,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-17 07:34:55,45.25833,35.59375
4154,Shahid Abdulla Muhamad Nadeir primary healthcare center  branch / بنکەی تەندروستی شهيد عبدالله محمد نادر,Shahid Abdulla Muhamad Nadeir primary healthcare center  branch,Primary Health Care Center - Branch,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.2703,35.58516
4155,women and children correctional primary health care center - main  / مه‌ڵبه‌ندى ته‌ندروستى چاكسازى ژنان و منداڵان,women and children correctional primary health care center - main ,Primary Health Care Center - Main,01010202,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.2784,35.6015
4156,Shahid Rebaz Primary Healthcare Center (main) / مەڵبەندی تەندروستی شەهید ڕێباز,Shahid Rebaz Primary Healthcare Center (main),Primary Health Care Center - Main,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.34936,35.5527
4157,Hazarmeard primary healthcare center/ branch  / بنکەی تەندروستی هەزارمێرد,Hazarmeard primary healthcare center/ branch ,Primary Health Care Center - Branch,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-02-02 07:34:55,45.3289,35.5057
4158,Kostay cham Primary Health Care Center-Branch / بنکەی تەندروستی کۆستەی چەم,Kostay cham Primary Health Care Center-Branch,Primary Health Care Center - Branch,01010202,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.3725654,35.5475291
4159,Chwarbakh Preimary Health Care Center Main / مةلبةندى تةند وستى جوارباخ,Chwarbakh Preimary Health Care Center Main,Primary Health Care Center - Main,0101014,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4281,35.5531
4160,Shahid Hamarash Primary Healthcare Center (main) / مەڵبەندی تەندروستی شەهید حمە ڕەش,Shahid Hamarash Primary Healthcare Center (main),Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.41705,35.55545
4161,kurdcity Primary Healthcare Center (branch) / بنکەی تەندروستی کوردسیتی,kurdcity Primary Healthcare Center (branch),Primary Health Care Center - Branch,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-30 07:34:55,45.41649,35.53981
4162,Green City Primary Healthcare Center (branch) / بنکەی تەندروستی گرین سیتی,Green City Primary Healthcare Center (branch),Primary Health Care Center - Branch,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-30 07:34:55,45.43742,35.5233
4165,Sarwari Primary Healthcare Center (main) / مەڵبەندی تەندروستی ئێشکگری سەروەری,Sarwari Primary Healthcare Center (main),Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.41559,35.58904
4166,(main) Shahidany kallakn primary healthcare center  / مەڵبەندی تەندروستی شەهیدانی کەڵەکن, (main) Shahidany kallakn primary healthcare center ,Primary Health Care Center - Main,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-01 07:34:55,45.432201,35.600685
4171,Sulaimani emergency rehabilitation center / مەڵبەندی ڕاهێنانەوەی ئیمرجنسی سلێمانی,Sulaimani emergency rehabilitation center,Other,0101013,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.444277,35.561417
4173,Adult correctional prison primary healthcare center / مەڵبەندی تەندروستی زیندانی چاکسازیی گەوران بەشی پیاوان,Adult correctional prison primary healthcare center,Primary Health Care Center - Main,0101019,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.272618,35.607889
4175,Ali Naji  primary healthcare center ( main)  / مةلبةندى تةندروستى على ناجى,Ali Naji  primary healthcare center ( main) ,Primary Health Care Center - Main,0101020,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.421,35.5603
4177,Asthma and allergic diseases counseling center / سەنتەری راوێژکاری نەخۆشیەکانی حەساسیەت و ڕەبۆ,Asthma and allergic diseases counseling center,Primary Health Care Center - Main specialized,010107,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-24 07:34:55,45.4506,35.5563
4178,sarchnar primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى سه‌رچنار,sarchnar primary health care center - main,Primary Health Care Center - Main,0101018,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.3815,35.5832
4179,Shahid Baqi Kunjrey  primary healthcare center main / مةلَبةندي تةندروستي شةهيدباقى كونجرينى,Shahid Baqi Kunjrey  primary healthcare center main,Primary Health Care Center - Main,0101010,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.4358,35.595
4180,Shahid Dr.Ebrahim Abbas primary Healthcare center main / مةلَبةندي تةندروستي شةهيد د.ابراهيم عباس,Shahid Dr.Ebrahim Abbas primary Healthcare center main,Primary Health Care Center - Main,0101012,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.3984,35.5641
4181,D. Rafiq Shex Ali Barawey Consultation Clinic _ evening / كلينيكى راويزكارى د.رفيق شيخ على باراوى,D. Rafiq Shex Ali Barawey Consultation Clinic _ evening,Public Health Clinic,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.4657,35.5608
4183,Diabetes and endocrine Center / سەنتەری شەکرە و کوێرە گلاندەکان,Diabetes and endocrine Center,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-01 07:34:55,45.4594,35.52185
4184,Imaging Center / سەنتەری تیشک,Imaging Center,Other,010104,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-09 07:34:55,45.4428,35.5645
4185,Gastroenterology and hepatology Teaching hospital / نەخۆشخانەی کۆئەندامی هەرس و جگەری فێرکاری, Gastroenterology and hepatology Teaching hospital,Specialized Center,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.44349,35.56404
4186,childrens rehabilitation educational center / سه‌نته‌رى فێركارى ڕاهێنانى منداڵان,childrens rehabilitation educational center,Other,010108,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-07 07:34:55,45.4287,35.5536
